SKU,Parent SKU,UPC,tax:product_type,post_status,Product Title,Short Description,Description,tax:product_cat,availability,moq,MAP,regular_price,attribute:pa_outdoor-use,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,meta:attribute_pa_color,attribute:pa_application,attribute:pa_arms,attribute:pa_base-legs,attribute:pa_structure-material,attribute:pa_upholstery-material,Product Width,Product Depth,Product Height,Product Weight,attribute:pa_assembly,attribute:pa_warranty,attribute:pa_country-of-origin,attribute:pa_style,attribute:pa_care-instructions,attribute:pa_weight-capacity,tax:pwb-brand,Images
539.SCLARINLI,,,simple,publish,"Sillón CLARIN-LI, aluminio, polipropileno verde lima","FICHA TÉCNICA: -Sillón con carcasa de polipropileno de color verde lima con tratamiento anti rayos UV -Apilable. -Patas en aluminio anodizado. -Uso en exteriores e interiores. -Otros colores disponibles -Bajo pedido podemos suministrar en otros colores DIMENSIONES: Ancho : 58 cms Fondo: 57 cms Alto: 82 cms Altura del asiento : 45 cms EMBALAJE : Pilas plastificadas UNIDADES : 4 VOLUMEN : 0,28 m3 PALLETS: 30 unidades - Medidas del Pallet: 117x950x200 h   cms -Comprando un mínimo de 7 Pallets -( 210 unidades )  podemos fabricar el sillón en el color que desee de la gama Rall o Pantone,  sin aumento de precio. ",,Sillas de metal y plástico,CON STOCK,4,20,,,verde,,,,,,,,,,57,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1988-large_default/sillon-clarin-li-aluminio-polipropileno-verde-lima.jpg
501.SFALCONBL,,,simple,publish,"Sillón FALCON-BL, metal, polipropileno blanco","FICHA TÉCNICA: -Sillón de diseño multiusos. -Asiento de carcasa de polipropileno de color blanco -Base de 4 patas tubulares cónicas con acabado en epoxi madera -Sobre pedido podemos suministrar en otros colores DIMENSIONES : Ancho: 58,5 cms Fondo: 60 cms Altura: 83,5 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,3 m3 ",,Sillas de metal y plástico,CON STOCK,4,27.2,,,blanco,,,,,,,,,58,60,83,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/2047-large_default/sillon-falcon-bl-metal-polipropileno-blanco.jpg
589.SCHARMBU,,,simple,publish,"Silla CHARM-BU, cromada, polipropileno burdeos","FICHA TÉCNICA: -Silla apilable multiusos -Base tubular, diseño patín, cromada. -Asiento y respaldo de carcasa de polipropileno de color burdeos DIMENSIONES : Ancho: 48 cms Fondo: 53 cms Altura: 78 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,2 m3 ",,Sillas de metal y plástico,ULTIMAS UNIDADES,4,13,,,,,,,,,,,,48,53,78,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/517-large_default/silla-charm-bu-cromada-polipropileno-burdeos.jpg
541.SOLISNE,,,simple,publish,"Sillón LIS, apilable, aluminio, polipropileno negro*","FICHA TÉCNICA: -Sillón apilable, monoblock de polipropileno de color negro. Vea color negro en imágenes auxiliares. -Patas en aluminio anodizado mate. -Orificios en el asiento de la carcasa para desagüe. -Ideal para uso en exteriores, también en interiores. -Bajo pedido se fabrica hasta en 12 colores. -Mesas a juego DIMENSIONES: Ancho : 53 cms Fondo : 51 cms Alto : 73 cms Altura del asiento : 44 cms EMBALAJE : Apiladas UNIDADES : 8 VOLUMEN : ",,Sillas de metal y plástico,CON STOCK,8,13.5,,,negro,,,,,,,,,,,,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/2298-large_default/sillon-lis-apilable-aluminio-polipropileno-negro.jpg
521.SMCARCANE,,,simple,publish,"Silla CARCASA, polipropileno negro","FICHA TÉCNICA : -Silla fija, armazón tubular en acabado color epoxi negro o cromado, - al mismo precio -, carcasa monoblock en polipropileno de alta resistencia. Color negro -Colores disponibles : azul ( ral 5009 ), gris ( ral 7040 ) y negro ( ral 9005 ) -Sobre pedido podemos suministrar en otros colores. -Indique en el pedido acabado de armazón DIMENSIONES: -Ancho: 50 cms -Fondo: 52 cms -Alto: 79 cms EMBALAJE: Pilas UNIDADES: 4 por color ",,Sillas de metal y plástico,CON STOCK,16,20,,,negro,,,,,,,,,50,52,79,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/3-large_default/silla-carcasa-polipropileno-negro.jpg
521.SMCARHCE,,,simple,publish,"Silla CARCASA-HCE, cromada, celeste","FICHA TÉCNICA : -Silla fija, armazón tubular en acabado cromado, carcasa monoblock en polipropileno de alta resistencia. Color azul celeste - ( color pantone 283 ) -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores. -Indique en el pedido acabado de armazón DIMENSIONES: Ancho: 50 cms Fondo: 52 cms Alto: 79 cms EMBALAJE: Pilas UNIDADES: 4 por color ",,Sillas de metal y plástico,CON STOCK,16,20.5,,,,,,,,,,,,50,52,79,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/815-large_default/silla-carcasa-hce-cromada-celeste.jpg
521.SMCARHVI,,,simple,publish,"Silla CARCASA-HVI, cromada, violeta","FICHA TÉCNICA : -Silla fija, armazón tubular en acabado cromado, carcasa monoblock en polipropileno de alta resistencia. Color violeta -Otros colores disponibles en stock -Sobre pedido podemos suministrar en otros colores. -Indique en el pedido acabado de armazón DIMENSIONES: Ancho: 50 cms Fondo: 52 cms Alto: 79 cms EMBALAJE: Pilas UNIDADES: 4 por color ",,Sillas de metal y plástico,CON STOCK,16,20.5,,,,,,,,,,,,50,52,79,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/816-large_default/silla-carcasa-hvi-cromada-violeta.jpg
521.SMCARHVE,,,simple,publish,"Silla CARCASA-HVE, cromada, verde","FICHA TÉCNICA : -Silla fija, armazón tubular en acabado cromado, carcasa monoblock en polipropileno de alta resistencia. Color verde -Otros colores disponibles en stock -Sobre pedido podemos suministrar en otros colores. -Indique en el pedido acabado de armazón DIMENSIONES: Ancho: 50 cms Fondo: 52 cms Alto: 79 cms EMBALAJE: Pilas UNIDADES: 4 por color ",,Sillas de metal y plástico,CON STOCK,16,20.5,,,verde,,,,,,,,,50,52,79,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/817-large_default/silla-carcasa-hve-cromada-verde.jpg
521.SMCARHRO,,,simple,publish,"Silla CARCASA-HRO, cromada, roja","FICHA TÉCNICA : -Silla fija, armazón tubular en acabado cromado, carcasa monoblock en polipropileno de alta resistencia. Color rojo -Otros colores disponibles en stock -Sobre pedido podemos suministrar en otros colores. -Indique en el pedido acabado de armazón DIMENSIONES: Ancho: 50 cms Fondo: 52 cms Alto: 79 cms EMBALAJE: Pilas UNIDADES: 4 por color ",,Sillas de metal y plástico,CON STOCK,16,20.5,,,rojo,,,,,,,,,50,52,79,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/818-large_default/silla-carcasa-hro-cromada-roja.jpg
521.SMCARHNE,,,simple,publish,"Silla CARCASA-HNE, cromada, negra","FICHA TÉCNICA : -Silla fija, armazón tubular en acabado cromado, carcasa monoblock en polipropileno de alta resistencia. Color negro -Otros colores disponibles en stock -Sobre pedido podemos suministrar en otros colores. -Indique en el pedido acabado de armazón DIMENSIONES: Ancho: 50 cms Fondo: 52 cms Alto: 79 cms EMBALAJE: Pilas UNIDADES: 4 por color ",,Sillas de metal y plástico,CON STOCK,16,20.5,,,negro,,,,,,,,,50,52,79,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/819-large_default/silla-carcasa-hne-cromada-negra.jpg
721.SMNINPLAZ,,,simple,publish,"Silla NIZA, chasis negro, plástico (3 colores a elegir)","FICHA TÉCNICA: -Silla multiusos, fija, apilable. -Chasis en tubo oval pintado en pintura epoxi negro. -Asiento y respaldo en plástico rígido. -Disponible en color : azul,negro y verde. -Indicar en pedido color -Sobre pedido podemos suministrar en otros colores. -Disponemos sillas giratorias a juego DIMENSIONES : Ancho : 53,5 cms Fondo : 45 cms Alto : 83 cms EMBALAJE : En pilas de 12 unidades. Caja de 4 unidades ",,Sillas de metal y plástico,BAJO PEDIDO 15 DÍAS,4,19,,,negro,,,,,,,,,,,,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/29-large_default/silla-niza-chasis-negro-plastico-3-colores-a-elegir.jpg
537.SCARTR,,,simple,publish,"Silla CARTER-TR, cromada, policarbonato transparente","FICHA TÉCNICA: -Silla apilable de diseño, multiusos. -Asiento y respaldo de policarbonato con acabado transparente -Base tubular cromada. -Otros colores disponibles bajo pedido: fumé transparente y rojo transparente. -Silla homologada para usos en hostelería y doméstico. -Ignífuga clase V-2 -Silla para uso en interiores. DIMENSIONES : Ancho: 48 cms Fondo: 53 cms Altura: 82 cms. EMBALAJE: Plástico y cartón. UNIDADES: 2 VOLUMEN: 0,156 m3 ",,Sillas de metal y plástico,CONSULTAR,2,56,,,transparente,,,,,,,,,48,53,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/566-large_default/silla-carter-tr-cromada-policarbonato-transparente.jpg
539.SNICONA,,,simple,publish,"Silla NICO-NA, aluminio, polipropileno naranja brillo","FICHA TÉCNICA: -Silla con carcasa de polipropileno de color naranja brillo con tratamiento anti rayos UV -Apilable. -Patas en aluminio anodizado. -Uso en exteriores e interiores. -Otros colores disponibles -Bajo pedido podemos suministrar en otros colores -Taburete a juego DIMENSIONES: Ancho : 44 cms Fondo: 52 cms Alto: 81 cms Altura del asiento : 45 cms EMBALAJE : Pilas plastificadas UNIDADES : 30 - Consultar si desea menos unidades. PALLETS: 30 unidades - Medidas del Pallet: 114x100x190 h   cms -Comprando un mínimo de 7 Pallets -( 210 unidades )  podemos fabricar la silla en el color que desee de la gama Rall o Pantone,  sin aumento de precio. ",,Sillas de metal y plástico,SOBRE PEDIDO 10-15 DÍAS,30,22,,,naranja,,,,,,,,,,52,81,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/2183-large_default/silla-nico-na-aluminio-polipropileno-naranja-brillo.jpg|https://www.gruposdm.com/2183-medium_default/silla-nico-na-aluminio-polipropileno-naranja-brillo.jpg|https://www.gruposdm.com/2184-medium_default/silla-nico-na-aluminio-polipropileno-naranja-brillo.jpg|https://www.gruposdm.com/2185-medium_default/silla-nico-na-aluminio-polipropileno-naranja-brillo.jpg
539.SNICOLI,,,simple,publish,"Silla NICO-LI, aluminio, polipropileno lima brillo","FICHA TÉCNICA: -Silla con carcasa de polipropileno de color verde lima brillo con tratamiento anti rayos UV -Apilable. -Patas en aluminio anodizado. -Uso en exteriores e interiores. -Otros colores disponibles -Bajo pedido podemos suministrar en otros colores -Taburete a juego DIMENSIONES: Ancho : 44 cms Fondo: 52 cms Alto: 81 cms Altura del asiento : 45 cms EMBALAJE : Pilas plastificadas UNIDADES : 30 - Consultar si desea menos unidades. PALLETS: 30 unidades - Medidas del Pallet: 114x100x190 h   cms -Comprando un mínimo de 7 Pallets -( 210 unidades )  podemos fabricar la silla en el color que desee de la gama Rall o Pantone,  sin aumento de precio. ",,Sillas de metal y plástico,SOBRE PEDIDO 10-15 DÍAS,30,22,,,,,,,,,,,,,52,81,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/2189-large_default/silla-nico-li-aluminio-polipropileno-lima-brillo.jpg|https://www.gruposdm.com/2189-medium_default/silla-nico-li-aluminio-polipropileno-lima-brillo.jpg|https://www.gruposdm.com/2948-medium_default/silla-nico-li-aluminio-polipropileno-lima-brillo.jpg
539.SMOONLI,,,simple,publish,"Sillón MOON-LI, aluminio, polipropileno lima","FICHA TÉCNICA: -Sillón con carcasa de polipropileno de color verde lima con tratamiento anti rayos UV -Apilable. -Patas en aluminio anodizado. -Uso en exteriores e interiores. -Otros colores disponibles -Bajo pedido podemos suministrar en otros colores DIMENSIONES: Ancho : 56 cms Fondo: 55 cms Alto: 80 cms Altura del asiento : 45 cms EMBALAJE : Pilas plastificadas UNIDADES : 40 - Consultar si desea menos unidades. PALLETS: 40 unidades - Medidas del Pallet: 120x100x235 h   cms -Comprando un mínimo de 5 Pallets -( 200 unidades )  podemos fabricar el sillón en el color que desee de la gama Rall o Pantone,  sin aumento de precio. ",,Sillas de metal y plástico,SOBRE PEDIDO 10-15 DÍAS,40,19,,,,,,,,,,,,,55,80,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/2193-large_default/sillon-moon-li-aluminio-polipropileno-lima.jpg
539.SMOONNE,,,simple,publish,"Sillón MOON-MA-NE, madera, polipropileno negro*","FICHA TÉCNICA: -Sillón con carcasa de polipropileno de color negro con tratamiento anti rayos UV -Apilable. -Patas en madera maciza de haya  -Uso en exteriores e interiores. -Bajo pedido podemos suministrar en otros colores: Blanco, Beige, Burdeos, Verde Lima y Antracita DIMENSIONES: Ancho : 56 cms Fondo: 55 cms Alto: 80 cms Altura del asiento : 45 cms EMBALAJE : Pilas plastificadas UNIDADES : 40 - Consultar si desea menos unidades PALLETS: 40 unidades - Medidas del Pallet: 120x100x235 h   cms -Comprando un mínimo de 5 Pallets -( 200 unidades )  podemos fabricar el sillón en el color que desee de la gama Rall o Pantone,  sin aumento de precio. ",,Sillas de metal y plástico,SOBRE PEDIDO 10-15 DÍAS,40,33,,,negro,,,,,,,,,,55,80,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/2317-large_default/sillon-moon-ma-ne-madera-polipropileno-negro.jpg
571.SBORNEOBL,,,simple,publish,"Silla BORNEO-BL, apilable,  polipropileno blanco*","FICHA TÉCNICA: -Silla de diseño, apilable, multiusos. -100 % Fabricada con polipropileno inyectado en color blanco, reforzada con fibra de vidrio. Tratamiento anti rayos UV -Uso en exterior e interior. -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores. -Taburete a juego -Diseño de Jamal Franco DIMENSIONES: Ancho: 48,5 cms Fondo: 55 cms Altura: 79,5 cms EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,252 m3 ",,Sillas 100 % de material plástico,CON STOCK,4,29.25,,,blanco,,,,,,,,,48,55,79,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1622-large_default/silla-borneo-bl-apilable-polipropileno-blanco.jpg
571.SBORNEOSU,,,simple,publish,"Silla BORNEO-SU, apilable, polipropileno color surfin*","FICHA TÉCNICA: -Silla de diseño, apilable, multiusos. -100 % Fabricada con polipropileno inyectado en color surfin, reforzada con fibra de vidrio. Tratamiento anti rayos UV -Uso en exterior e interior. -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores. -Taburete a juego -Diseño de Jamal Franco DIMENSIONES: Ancho: 48,5 cms Fondo: 55 cms Altura: 79,5 cms EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,252 m3 ",,Sillas 100 % de material plástico,CON STOCK,4,29.25,,,,,,,,,,,,48,55,79,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1623-large_default/silla-borneo-su-apilable-polipropileno-color-surfin.jpg
571.SJAVAOBL,,,simple,publish,"Silla JAVA-BL, apilable, polipropileno blanco*","FICHA TÉCNICA: -Silla de diseño, apilable, multiusos. -100 % Fabricada con polipropileno inyectado en color blanco, reforzada con fibra de vidrio. Tratamiento anti rayos UV -Uso en exterior e interior. -Sobre pedido podemos suministrar en otros colores. -Taburete a juego Mod. Borneo -Diseño de Jamal Franco DIMENSIONES: Ancho: 53 cms Fondo: 61 cms Altura: 79 cms EMBALAJE: Plástico y cartón. UNIDADES: 2 VOLUMEN: 0,270 m3 ",,Sillas 100 % de material plástico,CON STOCK,2,29.25,,,blanco,,,,,,,,,53,61,79,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1626-large_default/silla-java-bl-apilable-polipropileno-blanco.jpg|https://www.gruposdm.com/1626-medium_default/silla-java-bl-apilable-polipropileno-blanco.jpg|https://www.gruposdm.com/3167-medium_default/silla-java-bl-apilable-polipropileno-blanco.jpg|https://www.gruposdm.com/3168-medium_default/silla-java-bl-apilable-polipropileno-blanco.jpg
564.SALANNE,,,simple,publish,"Silla ALANDALUS-NE, polipropileno negro*","FICHA TECNICA: -Silla de diseño, multiusos. -Fabricada con polipropileno inyectado en color negro -Apilable -Uso en exterior e interior. -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores. -DIMENSIONES: Ancho: 55 cms Fondo: 46,5 cms Altura: 79,5 cms -EMBALAJE: Plástico y cartón. -UNIDADES: 4 VOLUMEN: 0,28 m3 ",,Sillas 100 % de material plástico,CON STOCK,4,51,,,negro,,,,,,,,,55,46,79,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1652-large_default/silla-alandalus-ne-polipropileno-negro.jpg|https://www.gruposdm.com/1652-medium_default/silla-alandalus-ne-polipropileno-negro.jpg|https://www.gruposdm.com/2624-medium_default/silla-alandalus-ne-polipropileno-negro.jpg|https://www.gruposdm.com/2912-medium_default/silla-alandalus-ne-polipropileno-negro.jpg
564.SALANBL,,,simple,publish,"Silla ALANDALUS-BL, polipropileno blanco*","FICHA TECNICA: -Silla de diseño, multiusos. -Fabricada con polipropileno inyectado en color blanco. -Apilable -Uso en exterior e interior. -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores. -DIMENSIONES: Ancho: 55 cms Fondo: 46,5 cms Altura: 79,5 cms -EMBALAJE: Plástico y cartón. -UNIDADES: 4 VOLUMEN: 0,28 m3 ",,Sillas 100 % de material plástico,CON STOCK,4,51,,,blanco,,,,,,,,,55,46,79,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1651-large_default/silla-alandalus-bl-polipropileno-blanco.jpg|https://www.gruposdm.com/1651-medium_default/silla-alandalus-bl-polipropileno-blanco.jpg|https://www.gruposdm.com/2623-medium_default/silla-alandalus-bl-polipropileno-blanco.jpg|https://www.gruposdm.com/2911-medium_default/silla-alandalus-bl-polipropileno-blanco.jpg
571.SODICKBL,,,simple,publish,"Sillón DICK-BL, apilable, polipropileno blanco","FICHA TÉCNICA: -Sillón de diseño, apilable, multiusos -Fabricado con polipropileno inyectado en color blanco, reforzado con fibra de vidrio, tratamiento anti rayos UV -Uso en exterior e interior. -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores. -Diseño de Ennio Mirrino DIMENSIONES: Ancho: 55,5 cms Fondo: 54,5 cms Altura: 82,5 cms EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,4 m3 ",,Sillas 100 % de material plástico,CON STOCK,4,34.5,,,blanco,,,,,,,,,55,54,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1629-large_default/sillon-dick-bl-apilable-polipropileno-blanco.jpg
571.SODICKSL,,,simple,publish,"Sillón DICK-SL, apilable, polipropileno slate","FICHA TÉCNICA: -Sillón de diseño, apilable, multiusos -Fabricado con polipropileno inyectado en color slate, reforzado con fibra de vidrio, tratamiento anti rayos UV -Uso en exterior e interior. -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores. -Diseño de Ennio Mirrino DIMENSIONES: Ancho: 55,5 cms Fondo: 54,5 cms Altura: 82,5 cms EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,4 m3 ",,Sillas 100 % de material plástico,AGOTADO TEMPORAL,4,46,,,,,,,,,,,,55,54,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1630-large_default/sillon-dick-sl-apilable-polipropileno-slate.jpg
571.SONAUTBL,,,simple,publish,"Sillón NAUTILUS-BL, apilable, polipropileno blanco","FICHA TÉCNICA: -Sillón de diseño, apilable, multiusos -Fabricado con polipropileno inyectado en color blanco, reforzado con fibra de vidrio, tratamiento anti rayos UV -Uso en exterior e interior. -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores. -Diseño de Ennio Mirrino DIMENSIONES: Ancho: 54,5 cms Fondo: 60 cms Altura: 86 cms EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,377 m3 ",,Sillas 100 % de material plástico,CON STOCK,4,33,,,blanco,,,,,,,,,54,60,86,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1627-large_default/sillon-nautilus-bl-apilable-polipropileno-blanco.jpg
571.SONAUTSL,,,simple,publish,"Sillón NAUTILUS-SL, apilable, polipropileno slate","FICHA TÉCNICA: -Sillón de diseño, apilable, multiusos -Fabricado con polipropileno inyectado en color slate, reforzado con fibra de vidrio, tratamiento anti rayos UV -Uso en exterior e interior. -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores. -Diseño de Ennio Mirrino DIMENSIONES: Ancho: 54,5 cms Fondo: 60 cms Altura: 86 cms EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,377 m3 ",,Sillas 100 % de material plástico,CON STOCK,4,33,,,,,,,,,,,,54,60,86,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1628-large_default/sillon-nautilus-sl-apilable-polipropileno-slate.jpg
529.SPOOLBL,,,simple,publish,"Sillón POOL, apilable, polipropileno blanco","FICHA TÉCNICA: -Sillón de diseño, apilable, multiusos. -100 % de polipropileno, color blanco -Tratamiento anti UV -Tratamiento anti estático -Asidero en el respaldo exterior para facilitar su desplazamiento. -Canteras antideslizantes -Otros colores disponibles -Sillón muy resistente - 5,5 kgs -para usos en hostelería y doméstico. -Sillón para uso en exterior e interior DIMENSIONES : Ancho: 57,5 cms Fondo: 58 cms Altura: 82 cms. EMBALAJE: Pilas UNIDADES: 4 VOLUMEN: 0,2 m3 ",,Sillas 100 % de material plástico,CON STOCK,4,24.5,,,blanco,,,,,,,,,57,58,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1440-large_default/sillon-pool-apilable-polipropileno-blanco.jpg|https://www.gruposdm.com/1440-medium_default/sillon-pool-apilable-polipropileno-blanco.jpg|https://www.gruposdm.com/1898-medium_default/sillon-pool-apilable-polipropileno-blanco.jpg|https://www.gruposdm.com/1899-medium_default/sillon-pool-apilable-polipropileno-blanco.jpg
529.SPOOLNE,,,simple,publish,"Sillón POOL, apilable, polipropileno negro","FICHA TÉCNICA: -Sillón de diseño, apilable, multiusos. -100 % de polipropileno, color negro -Tratamiento anti UV -Tratamiento anti estático -Asidero en el respaldo exterior para facilitar su desplazamiento. -Canteras antideslizantes -Otros colores disponibles -Sillón muy resistente - 5,5 kgs -para usos en hostelería y doméstico. -Sillón para uso en exterior e interior DIMENSIONES : Ancho: 57,5 cms Fondo: 58 cms Altura: 82 cms. EMBALAJE: Pilas UNIDADES: 4 VOLUMEN: 0,2 m3 ",,Sillas 100 % de material plástico,CON STOCK,4,24.5,,,negro,,,,,,,,,57,58,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1441-large_default/sillon-pool-apilable-polipropileno-negro.jpg|https://www.gruposdm.com/1441-medium_default/sillon-pool-apilable-polipropileno-negro.jpg|https://www.gruposdm.com/1900-medium_default/sillon-pool-apilable-polipropileno-negro.jpg|https://www.gruposdm.com/1901-medium_default/sillon-pool-apilable-polipropileno-negro.jpg
529.SPOOLRO,,,simple,publish,"Sillón POOL, apilable, polipropileno rojo","FICHA TÉCNICA: -Sillón de diseño, apilable, multiusos. -100 % de polipropileno, color rojo -Tratamiento anti UV -Tratamiento anti estático -Asidero en el respaldo exterior para facilitar su desplazamiento. -Canteras antideslizantes -Otros colores disponibles -Sillón muy resistente - 5,5 kgs -para usos en hostelería y doméstico. -Sillón para uso en exterior e interior DIMENSIONES : Ancho: 57,5 cms Fondo: 58 cms Altura: 82 cms. EMBALAJE: Pilas UNIDADES: 4 VOLUMEN: 0,2 m3  ",,Sillas 100 % de material plástico,CON STOCK,4,24.5,,,rojo,,,,,,,,,57,58,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1442-large_default/sillon-pool-apilable-polipropileno-rojo.jpg|https://www.gruposdm.com/1442-medium_default/sillon-pool-apilable-polipropileno-rojo.jpg|https://www.gruposdm.com/1896-medium_default/sillon-pool-apilable-polipropileno-rojo.jpg|https://www.gruposdm.com/1897-medium_default/sillon-pool-apilable-polipropileno-rojo.jpg
541.SHMALBL,,,simple,publish,"Sillón MALDIVAS-BL, apilable, polipropileno blanco","FICHA TÉCNICA: -Sillón de diseño, 100 % polipropileno de color blanco. -Apilable. -Ideal para uso en exteriores, también en interiores. -Otros colores disponibles bajo pedido -Mesas a juego DIMENSIONES: Ancho : 56 cms Fondo : 56 cms Alto : 82 cms. Altura del asiento : 44 cms EMBALAJE : Plástico y Cartón  UNIDADES: 4 VOLUMEN :0,45 m3 ",,Sillas 100 % de material plástico,CON STOCK,4,25.6,,,blanco,,,,,,,,,,,,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/2062-large_default/sillon-maldivas-bl-apilable-polipropileno-blanco.jpg
541.SHMALBL,,,simple,publish,"Silla POLINESIA-BL, apilable, polipropileno blanco","FICHA TÉCNICA: -Silla de diseño, 100 % polipropileno de color blanco. Importante: El color de la imagen no se corresponde con el color a la venta. -Apilable. -Ideal para uso en exteriores, también en interiores. -Otros colores disponibles bajo pedido -Mesas a juego DIMENSIONES: Ancho : 44 cms Fondo : 55,8 cms Alto : 85 cms. Altura del asiento : 44 cms EMBALAJE : Plástico y Cartón  UNIDADES: 4 VOLUMEN :0,45 m3 ",,Sillas 100 % de material plástico,CON STOCK,4,23.2,,,blanco,,,,,,,,,,,,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/2064-large_default/silla-polinesia-bl-apilable-polipropileno-blanco.jpg
539.SBEYBEBL,,,simple,publish,"Silla BEYBE-BL, apilable,  polipropileno blanco*","FICHA TÉCNICA: -Silla de diseño, apilable, multiusos. -100 % Fabricada con polipropileno inyectado en color blanco, reforzada con fibra de vidrio. Tratamiento anti rayos UV -Uso en exterior e interior. -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores. DIMENSIONES: Ancho: 45 cms Fondo: 53 cms Altura: 80 cms EMBALAJE: Pilas Plastificadas. UNIDADES: 4 VOLUMEN: 0,252 m3 PALLETS: 30 unidades - Medidas del Pallet: 117x92x190 h   cms -Comprando un mínimo de 7 Pallets -( 210 unidades )  podemos fabricar la silla en el color que desee de la gama Rall o Pantone,  sin aumento de precio. ",,Sillas 100 % de material plástico,CON STOCK,4,19.2,,,blanco,,,,,,,,,45,53,80,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1954-large_default/silla-beybe-bl-apilable-polipropileno-blanco.jpg
539.SBEYBEAN,,,simple,publish,"Silla BEYBE-AN, apilable,  polipropileno antracita","FICHA TÉCNICA: -Silla de diseño, apilable, multiusos. -100 % Fabricada con polipropileno inyectado en color antracita, reforzada con fibra de vidrio. Tratamiento anti rayos UV -Uso en exterior e interior. -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores. DIMENSIONES: Ancho: 45 cms Fondo: 53 cms Altura: 80 cms EMBALAJE: Pilas Plastificadas. UNIDADES: 4 VOLUMEN: 0,252 m3 PALLETS: 30 unidades - Medidas del Pallet: 117x92x190 h   cms -Comprando un mínimo de 7 Pallets -( 210 unidades )  podemos fabricar la silla en el color que quiera de la gama Rall o Pantone,  sin aumento de precio. ",,Sillas 100 % de material plástico,CON STOCK,4,19.2,,,,,,,,,,,,45,53,80,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1956-large_default/silla-beybe-an-apilable-polipropileno-antracita.jpg
